invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,VAT,total,order_date,order_time,payment_method,cogs,gross_margin_percentage,gross_income,rating,time_of_day,day_name,month_name
227-50-3718,A,Yangon,Normal,Male,"Health and beauty",14.62,5,3.6550,76.76,2019-03-04,12:23:00,Cash,73.10,4.761904716,3.66,4.4,Afternoon,Monday,March
227-78-1148,B,Mandalay,Normal,Female,"Fashion accessories",72.84,7,25.4940,535.37,2019-02-15,12:44:00,Cash,509.88,4.761904716,25.49,8.4,Afternoon,Friday,February
228-96-1411,C,Naypyitaw,Member,Female,"Food and beverages",98.70,8,39.4800,829.08,2019-03-04,20:39:00,Cash,789.60,4.761904716,39.48,7.6,Evening,Monday,March
232-11-3025,A,Yangon,Normal,Male,"Sports and travel",78.77,10,39.3850,827.09,2019-01-24,10:04:00,Cash,787.70,4.761904716,39.39,6.4,Morning,Thursday,January
232-16-2483,C,Naypyitaw,Member,Female,"Sports and travel",68.12,1,3.4060,71.53,2019-01-07,12:28:00,Ewallet,68.12,4.761904716,3.41,6.8,Afternoon,Monday,January
233-34-0817,C,Naypyitaw,Member,Female,"Electronic accessories",98.84,1,4.9420,103.78,2019-02-15,11:21:00,Cash,98.84,4.761904716,4.94,8.4,Morning,Friday,February
233-67-5758,C,Naypyitaw,Normal,Male,"Health and beauty",40.35,1,2.0175,42.37,2019-01-29,13:46:00,Ewallet,40.35,4.761904716,2.02,6.2,Afternoon,Tuesday,January
234-03-4040,B,Mandalay,Member,Female,"Food and beverages",73.05,10,36.5250,767.03,2019-03-03,12:25:00,"Credit card",730.50,4.761904716,36.53,8.7,Afternoon,Sunday,March
234-36-2483,B,Mandalay,Normal,Male,"Health and beauty",57.59,6,17.2770,362.82,2019-02-15,13:51:00,Cash,345.54,4.761904716,17.28,5.1,Afternoon,Friday,February
234-65-2137,C,Naypyitaw,Normal,Male,"Home and lifestyle",95.58,10,47.7900,1003.59,2019-01-16,13:32:00,Cash,955.80,4.761904716,47.79,4.8,Afternoon,Wednesday,January
235-06-8510,C,Naypyitaw,Member,Male,"Home and lifestyle",85.72,3,12.8580,270.02,2019-01-24,20:59:00,Ewallet,257.16,4.761904716,12.86,5.1,Evening,Thursday,January
235-46-8343,C,Naypyitaw,Member,Male,"Food and beverages",27.66,10,13.8300,290.43,2019-02-14,11:26:00,"Credit card",276.60,4.761904716,13.83,8.9,Morning,Thursday,February
236-27-1144,C,Naypyitaw,Normal,Female,"Food and beverages",16.31,9,7.3395,154.13,2019-03-26,10:31:00,Ewallet,146.79,4.761904716,7.34,8.4,Morning,Tuesday,March
236-86-3015,C,Naypyitaw,Member,Male,"Home and lifestyle",13.98,1,0.6990,14.68,2019-02-04,13:38:00,Ewallet,13.98,4.761904716,0.70,9.8,Afternoon,Monday,February
237-01-6122,C,Naypyitaw,Member,Female,"Home and lifestyle",80.79,9,36.3555,763.47,2019-02-01,20:31:00,"Credit card",727.11,4.761904716,36.36,9.5,Evening,Friday,February
237-44-6163,A,Yangon,Normal,Male,"Electronic accessories",10.56,8,4.2240,88.70,2019-01-24,17:43:00,Cash,84.48,4.761904716,4.22,7.6,Afternoon,Thursday,January
238-45-6950,B,Mandalay,Member,Male,"Food and beverages",53.72,1,2.6860,56.41,2019-03-01,20:03:00,Ewallet,53.72,4.761904716,2.69,6.4,Evening,Friday,March
238-49-0436,A,Yangon,Normal,Male,"Health and beauty",32.46,8,12.9840,272.66,2019-03-27,13:48:00,"Credit card",259.68,4.761904716,12.98,4.9,Afternoon,Wednesday,March
239-10-7476,A,Yangon,Normal,Female,"Home and lifestyle",77.95,6,23.3850,491.09,2019-01-21,16:37:00,Ewallet,467.70,4.761904716,23.39,8.0,Afternoon,Monday,January
239-36-3640,B,Mandalay,Normal,Male,"Electronic accessories",45.35,6,13.6050,285.71,2019-01-31,13:44:00,Ewallet,272.10,4.761904716,13.61,6.1,Afternoon,Thursday,January
239-48-4278,A,Yangon,Member,Male,"Food and beverages",10.13,7,3.5455,74.46,2019-03-10,19:35:00,Ewallet,70.91,4.761904716,3.55,8.3,Evening,Sunday,March
241-11-2261,B,Mandalay,Normal,Female,"Fashion accessories",79.86,7,27.9510,586.97,2019-01-10,10:33:00,"Credit card",559.02,4.761904716,27.95,5.5,Morning,Thursday,January
241-72-9525,B,Mandalay,Normal,Male,"Sports and travel",51.91,10,25.9550,545.06,2019-02-16,12:21:00,Cash,519.10,4.761904716,25.96,8.2,Afternoon,Saturday,February
241-96-5076,B,Mandalay,Member,Female,"Home and lifestyle",49.10,2,4.9100,103.11,2019-01-08,12:58:00,"Credit card",98.20,4.761904716,4.91,6.4,Afternoon,Tuesday,January
242-11-3142,B,Mandalay,Member,Male,"Fashion accessories",83.77,2,8.3770,175.92,2019-02-24,19:57:00,Cash,167.54,4.761904716,8.38,4.6,Evening,Sunday,February
242-55-6721,B,Mandalay,Normal,Male,"Home and lifestyle",16.16,2,1.6160,33.94,2019-03-07,11:49:00,Ewallet,32.32,4.761904716,1.62,6.5,Morning,Thursday,March
243-47-2663,C,Naypyitaw,Member,Male,"Electronic accessories",18.77,6,5.6310,118.25,2019-01-28,16:43:00,"Credit card",112.62,4.761904716,5.63,5.5,Afternoon,Monday,January
243-55-8457,A,Yangon,Normal,Female,"Food and beverages",74.44,10,37.2200,781.62,2019-02-27,11:40:00,Ewallet,744.40,4.761904716,37.22,5.1,Morning,Wednesday,February
244-08-0162,B,Mandalay,Normal,Female,"Health and beauty",34.21,10,17.1050,359.21,2019-01-02,13:00:00,Cash,342.10,4.761904716,17.11,5.1,Afternoon,Wednesday,January
246-11-3901,C,Naypyitaw,Normal,Female,"Electronic accessories",32.80,10,16.4000,344.40,2019-02-15,12:12:00,Cash,328.00,4.761904716,16.40,6.2,Afternoon,Friday,February
246-55-6923,C,Naypyitaw,Member,Female,"Home and lifestyle",35.79,9,16.1055,338.22,2019-03-10,15:06:00,"Credit card",322.11,4.761904716,16.11,5.1,Afternoon,Sunday,March
247-11-2470,A,Yangon,Member,Female,"Fashion accessories",22.32,4,4.4640,93.74,2019-03-01,16:23:00,"Credit card",89.28,4.761904716,4.46,4.4,Afternoon,Friday,March
249-42-3782,A,Yangon,Normal,Male,"Health and beauty",70.01,5,17.5025,367.55,2019-01-03,11:36:00,Ewallet,350.05,4.761904716,17.50,5.5,Morning,Thursday,January
250-17-5703,A,Yangon,Member,Male,"Food and beverages",18.85,10,9.4250,197.93,2019-02-27,18:24:00,Ewallet,188.50,4.761904716,9.43,5.6,Evening,Wednesday,February
250-81-7186,C,Naypyitaw,Normal,Female,"Electronic accessories",99.69,1,4.9845,104.67,2019-02-27,10:23:00,"Credit card",99.69,4.761904716,4.98,8.0,Morning,Wednesday,February
252-56-2699,A,Yangon,Normal,Male,"Food and beverages",43.19,10,21.5950,453.50,2019-02-07,16:48:00,Ewallet,431.90,4.761904716,21.60,8.2,Afternoon,Thursday,February
253-12-6086,A,Yangon,Member,Female,"Sports and travel",98.40,7,34.4400,723.24,2019-03-12,12:43:00,"Credit card",688.80,4.761904716,34.44,8.7,Afternoon,Tuesday,March
254-31-0042,A,Yangon,Member,Male,"Electronic accessories",21.50,9,9.6750,203.18,2019-03-06,12:46:00,"Credit card",193.50,4.761904716,9.68,7.8,Afternoon,Wednesday,March
256-08-8343,A,Yangon,Normal,Female,"Home and lifestyle",56.53,4,11.3060,237.43,2019-03-04,19:48:00,Ewallet,226.12,4.761904716,11.31,5.5,Evening,Monday,March
256-58-3609,C,Naypyitaw,Member,Male,"Fashion accessories",91.98,1,4.5990,96.58,2019-03-18,15:29:00,Cash,91.98,4.761904716,4.60,9.8,Afternoon,Monday,March
257-60-7754,A,Yangon,Normal,Female,"Electronic accessories",50.23,4,10.0460,210.97,2019-01-08,17:12:00,Cash,200.92,4.761904716,10.05,9.0,Afternoon,Tuesday,January
257-73-1380,C,Naypyitaw,Member,Male,"Sports and travel",82.93,4,16.5860,348.31,2019-01-20,16:51:00,Ewallet,331.72,4.761904716,16.59,9.6,Afternoon,Sunday,January
258-69-7810,C,Naypyitaw,Normal,Female,"Fashion accessories",36.85,5,9.2125,193.46,2019-01-26,18:53:00,Cash,184.25,4.761904716,9.21,9.2,Evening,Saturday,January
258-92-7466,A,Yangon,Normal,Female,"Health and beauty",35.68,5,8.9200,187.32,2019-02-06,18:33:00,"Credit card",178.40,4.761904716,8.92,6.6,Evening,Wednesday,February
261-12-8671,B,Mandalay,Normal,Female,"Fashion accessories",60.96,2,6.0960,128.02,2019-01-25,19:39:00,"Credit card",121.92,4.761904716,6.10,4.9,Evening,Friday,January
262-47-2794,B,Mandalay,Member,Male,"Home and lifestyle",71.86,8,28.7440,603.62,2019-03-06,15:07:00,"Credit card",574.88,4.761904716,28.74,6.2,Afternoon,Wednesday,March
263-10-3913,C,Naypyitaw,Member,Male,"Fashion accessories",49.04,9,22.0680,463.43,2019-01-09,14:20:00,"Credit card",441.36,4.761904716,22.07,8.6,Afternoon,Wednesday,January
263-12-5321,A,Yangon,Member,Male,"Electronic accessories",92.60,7,32.4100,680.61,2019-02-27,12:52:00,"Credit card",648.20,4.761904716,32.41,9.3,Afternoon,Wednesday,February
263-87-5680,C,Naypyitaw,Member,Female,"Home and lifestyle",28.53,10,14.2650,299.57,2019-03-18,17:38:00,Ewallet,285.30,4.761904716,14.27,7.8,Afternoon,Monday,March
266-20-6657,C,Naypyitaw,Member,Male,"Food and beverages",55.04,7,19.2640,404.54,2019-03-12,19:39:00,Ewallet,385.28,4.761904716,19.26,5.2,Evening,Tuesday,March
266-76-6436,C,Naypyitaw,Member,Female,"Food and beverages",38.60,3,5.7900,121.59,2019-03-28,13:57:00,Ewallet,115.80,4.761904716,5.79,7.5,Afternoon,Thursday,March
267-62-7380,C,Naypyitaw,Member,Male,"Electronic accessories",82.34,10,41.1700,864.57,2019-03-29,19:12:00,Ewallet,823.40,4.761904716,41.17,4.3,Evening,Friday,March
268-03-6164,B,Mandalay,Normal,Male,"Health and beauty",96.11,1,4.8055,100.92,2019-01-25,16:28:00,Ewallet,96.11,4.761904716,4.81,7.8,Afternoon,Friday,January
268-20-3585,C,Naypyitaw,Normal,Female,"Health and beauty",13.85,9,6.2325,130.88,2019-02-04,12:50:00,Ewallet,124.65,4.761904716,6.23,6.0,Afternoon,Monday,February
268-27-6179,B,Mandalay,Member,Female,"Fashion accessories",56.47,8,22.5880,474.35,2019-03-09,14:57:00,Ewallet,451.76,4.761904716,22.59,7.3,Afternoon,Saturday,March
269-04-5750,B,Mandalay,Member,Male,"Fashion accessories",73.82,4,14.7640,310.04,2019-02-21,18:31:00,Cash,295.28,4.761904716,14.76,6.7,Evening,Thursday,February
269-10-8440,A,Yangon,Member,Male,"Health and beauty",53.17,7,18.6095,390.80,2019-01-21,18:01:00,Cash,372.19,4.761904716,18.61,8.9,Evening,Monday,January
271-77-8740,C,Naypyitaw,Member,Female,"Sports and travel",29.22,6,8.7660,184.09,2019-01-01,11:40:00,Ewallet,175.32,4.761904716,8.77,5.0,Morning,Tuesday,January
271-88-8734,C,Naypyitaw,Member,Female,"Fashion accessories",97.21,10,48.6050,1020.71,2019-02-08,13:00:00,"Credit card",972.10,4.761904716,48.61,8.7,Afternoon,Friday,February
272-27-9238,C,Naypyitaw,Normal,Female,"Food and beverages",41.24,4,8.2480,173.21,2019-02-19,16:23:00,Cash,164.96,4.761904716,8.25,7.1,Afternoon,Tuesday,February
272-65-1806,A,Yangon,Normal,Female,"Electronic accessories",60.88,9,27.3960,575.32,2019-01-15,17:17:00,Ewallet,547.92,4.761904716,27.40,4.7,Afternoon,Tuesday,January
273-16-6619,B,Mandalay,Normal,Male,"Home and lifestyle",33.20,2,3.3200,69.72,2019-03-15,12:20:00,"Credit card",66.40,4.761904716,3.32,4.4,Afternoon,Friday,March
273-84-2164,C,Naypyitaw,Member,Male,"Electronic accessories",12.05,5,3.0125,63.26,2019-02-16,15:53:00,Ewallet,60.25,4.761904716,3.01,5.5,Afternoon,Saturday,February
274-05-5470,A,Yangon,Member,Female,"Food and beverages",73.47,4,14.6940,308.57,2019-02-23,18:30:00,Cash,293.88,4.761904716,14.69,6.0,Evening,Saturday,February
275-28-0149,A,Yangon,Normal,Male,"Sports and travel",63.69,1,3.1845,66.87,2019-02-25,16:21:00,Cash,63.69,4.761904716,3.18,6.0,Afternoon,Monday,February
276-54-0879,B,Mandalay,Normal,Male,"Sports and travel",97.74,4,19.5480,410.51,2019-03-12,19:53:00,Ewallet,390.96,4.761904716,19.55,6.4,Evening,Tuesday,March
276-75-6884,A,Yangon,Normal,Female,"Health and beauty",68.71,3,10.3065,216.44,2019-03-04,10:05:00,Cash,206.13,4.761904716,10.31,8.7,Morning,Monday,March
277-35-5865,C,Naypyitaw,Member,Female,"Food and beverages",98.97,9,44.5365,935.27,2019-03-09,11:23:00,Cash,890.73,4.761904716,44.54,6.7,Morning,Saturday,March
277-63-2961,B,Mandalay,Member,Male,"Sports and travel",73.97,1,3.6985,77.67,2019-02-03,15:53:00,"Credit card",73.97,4.761904716,3.70,5.4,Afternoon,Sunday,February
278-86-2735,A,Yangon,Normal,Female,"Food and beverages",52.34,3,7.8510,164.87,2019-03-27,14:03:00,Cash,157.02,4.761904716,7.85,9.2,Afternoon,Wednesday,March
278-97-7759,A,Yangon,Member,Female,"Electronic accessories",62.48,1,3.1240,65.60,2019-02-18,20:29:00,Cash,62.48,4.761904716,3.12,4.7,Evening,Monday,February
279-62-1445,C,Naypyitaw,Member,Female,"Fashion accessories",12.54,1,0.6270,13.17,2019-02-21,12:38:00,Cash,12.54,4.761904716,0.63,8.2,Afternoon,Thursday,February
279-74-2924,B,Mandalay,Member,Male,"Electronic accessories",72.17,1,3.6085,75.78,2019-01-04,19:40:00,Cash,72.17,4.761904716,3.61,6.1,Evening,Friday,January
280-17-4359,C,Naypyitaw,Member,Male,"Health and beauty",90.50,10,45.2500,950.25,2019-01-25,13:48:00,Cash,905.00,4.761904716,45.25,8.1,Afternoon,Friday,January
280-35-5823,B,Mandalay,Member,Female,"Home and lifestyle",86.72,1,4.3360,91.06,2019-01-17,18:45:00,Ewallet,86.72,4.761904716,4.34,7.9,Evening,Thursday,January
282-35-2475,B,Mandalay,Normal,Female,"Sports and travel",93.31,2,9.3310,195.95,2019-03-25,17:53:00,Cash,186.62,4.761904716,9.33,6.3,Afternoon,Monday,March
283-26-5248,C,Naypyitaw,Member,Female,"Food and beverages",98.52,10,49.2600,1034.46,2019-01-30,20:23:00,Ewallet,985.20,4.761904716,49.26,4.5,Evening,Wednesday,January
283-79-9594,B,Mandalay,Normal,Female,"Food and beverages",48.51,7,16.9785,356.55,2019-01-25,13:30:00,"Credit card",339.57,4.761904716,16.98,5.2,Afternoon,Friday,January
284-34-9626,B,Mandalay,Normal,Female,"Home and lifestyle",77.04,3,11.5560,242.68,2019-02-11,10:39:00,"Credit card",231.12,4.761904716,11.56,7.2,Morning,Monday,February
284-54-4231,C,Naypyitaw,Member,Male,"Sports and travel",80.93,1,4.0465,84.98,2019-01-19,16:08:00,"Credit card",80.93,4.761904716,4.05,9.0,Afternoon,Saturday,January
286-01-5402,A,Yangon,Normal,Female,"Sports and travel",40.23,7,14.0805,295.69,2019-03-30,13:22:00,Cash,281.61,4.761904716,14.08,9.6,Afternoon,Saturday,March
286-43-6208,C,Naypyitaw,Normal,Female,"Food and beverages",87.80,9,39.5100,829.71,2019-03-16,19:08:00,Cash,790.20,4.761904716,39.51,9.2,Evening,Saturday,March
286-62-6248,B,Mandalay,Normal,Male,"Fashion accessories",39.21,4,7.8420,164.68,2019-01-16,20:03:00,"Credit card",156.84,4.761904716,7.84,9.0,Evening,Wednesday,January
286-75-7818,B,Mandalay,Normal,Male,"Fashion accessories",69.08,2,6.9080,145.07,2019-01-31,19:48:00,"Credit card",138.16,4.761904716,6.91,6.9,Evening,Thursday,January
287-21-9091,A,Yangon,Normal,Male,"Home and lifestyle",74.67,9,33.6015,705.63,2019-01-22,10:55:00,Ewallet,672.03,4.761904716,33.60,9.4,Morning,Tuesday,January
287-83-1405,A,Yangon,Normal,Male,"Health and beauty",25.43,6,7.6290,160.21,2019-02-12,19:01:00,Ewallet,152.58,4.761904716,7.63,7.0,Evening,Tuesday,February
288-38-3758,C,Naypyitaw,Member,Female,"Fashion accessories",84.87,3,12.7305,267.34,2019-01-25,18:30:00,Ewallet,254.61,4.761904716,12.73,7.4,Evening,Friday,January
288-62-1085,A,Yangon,Member,Male,"Fashion accessories",38.54,5,9.6350,202.34,2019-01-09,13:34:00,Ewallet,192.70,4.761904716,9.64,5.6,Afternoon,Wednesday,January
289-15-7034,A,Yangon,Member,Male,"Sports and travel",82.33,4,16.4660,345.79,2019-01-11,10:37:00,"Credit card",329.32,4.761904716,16.47,7.5,Morning,Friday,January
289-65-5721,B,Mandalay,Normal,Female,"Fashion accessories",81.37,2,8.1370,170.88,2019-01-26,19:28:00,Cash,162.74,4.761904716,8.14,6.5,Evening,Saturday,January
290-68-2984,A,Yangon,Normal,Male,"Home and lifestyle",23.75,4,4.7500,99.75,2019-03-16,11:22:00,Cash,95.00,4.761904716,4.75,5.2,Morning,Saturday,March
291-21-5991,B,Mandalay,Member,Male,"Health and beauty",61.29,5,15.3225,321.77,2019-03-29,14:28:00,Cash,306.45,4.761904716,15.32,7.0,Afternoon,Friday,March
291-32-1427,B,Mandalay,Member,Male,"Fashion accessories",21.94,5,5.4850,115.19,2019-03-05,12:29:00,Ewallet,109.70,4.761904716,5.49,5.3,Afternoon,Tuesday,March
291-55-6563,A,Yangon,Member,Female,"Home and lifestyle",34.42,6,10.3260,216.85,2019-03-30,12:45:00,Ewallet,206.52,4.761904716,10.33,7.5,Afternoon,Saturday,March
291-59-1384,B,Mandalay,Normal,Male,"Electronic accessories",60.30,1,3.0150,63.32,2019-02-28,17:38:00,Cash,60.30,4.761904716,3.02,6.0,Afternoon,Thursday,February
296-11-7041,B,Mandalay,Member,Female,"Health and beauty",27.07,1,1.3535,28.42,2019-01-12,20:07:00,"Credit card",27.07,4.761904716,1.35,5.3,Evening,Saturday,January
299-29-0180,B,Mandalay,Member,Female,"Home and lifestyle",52.18,7,18.2630,383.52,2019-03-09,10:54:00,Cash,365.26,4.761904716,18.26,9.3,Morning,Saturday,March
299-46-1805,B,Mandalay,Member,Female,"Sports and travel",93.72,6,28.1160,590.44,2019-01-15,16:19:00,Cash,562.32,4.761904716,28.12,4.5,Afternoon,Tuesday,January
300-71-4605,C,Naypyitaw,Member,Male,"Electronic accessories",86.04,5,21.5100,451.71,2019-02-25,11:24:00,Ewallet,430.20,4.761904716,21.51,4.8,Morning,Monday,February
301-11-9629,A,Yangon,Normal,Female,"Sports and travel",19.10,7,6.6850,140.39,2019-01-15,10:43:00,Cash,133.70,4.761904716,6.69,9.7,Morning,Tuesday,January
301-81-8610,B,Mandalay,Member,Male,"Fashion accessories",25.42,8,10.1680,213.53,2019-03-19,19:42:00,"Credit card",203.36,4.761904716,10.17,6.7,Evening,Tuesday,March
302-15-2162,C,Naypyitaw,Member,Male,"Health and beauty",46.53,6,13.9590,293.14,2019-03-03,10:54:00,"Credit card",279.18,4.761904716,13.96,4.3,Morning,Sunday,March
303-96-2227,B,Mandalay,Normal,Female,"Home and lifestyle",97.38,10,48.6900,1022.49,2019-03-02,17:16:00,Ewallet,973.80,4.761904716,48.69,4.4,Afternoon,Saturday,March
305-03-2383,A,Yangon,Normal,Female,"Food and beverages",67.10,3,10.0650,211.37,2019-02-15,10:36:00,Cash,201.30,4.761904716,10.07,7.5,Morning,Friday,February
305-14-0245,B,Mandalay,Member,Female,"Home and lifestyle",94.49,8,37.7960,793.72,2019-03-03,19:00:00,Ewallet,755.92,4.761904716,37.80,7.5,Evening,Sunday,March
305-18-3552,B,Mandalay,Member,Male,"Home and lifestyle",60.38,10,30.1900,633.99,2019-02-12,16:19:00,Cash,603.80,4.761904716,30.19,6.0,Afternoon,Tuesday,February
305-89-2768,B,Mandalay,Member,Female,"Home and lifestyle",21.90,3,3.2850,68.99,2019-01-09,18:43:00,Ewallet,65.70,4.761904716,3.29,4.7,Evening,Wednesday,January
307-04-2070,A,Yangon,Member,Female,"Fashion accessories",30.62,1,1.5310,32.15,2019-02-05,14:14:00,"Credit card",30.62,4.761904716,1.53,4.1,Afternoon,Tuesday,February
307-83-9164,A,Yangon,Member,Male,"Home and lifestyle",60.01,4,12.0020,252.04,2019-01-25,15:54:00,Cash,240.04,4.761904716,12.00,4.5,Afternoon,Friday,January
307-85-2293,B,Mandalay,Normal,Male,"Home and lifestyle",50.28,5,12.5700,263.97,2019-03-07,13:58:00,Ewallet,251.40,4.761904716,12.57,9.7,Afternoon,Thursday,March
308-39-1707,A,Yangon,Normal,Female,"Fashion accessories",12.09,1,0.6045,12.69,2019-01-26,18:19:00,"Credit card",12.09,4.761904716,0.60,8.2,Evening,Saturday,January
308-47-4913,A,Yangon,Member,Female,"Sports and travel",52.26,10,26.1300,548.73,2019-03-09,12:45:00,"Credit card",522.60,4.761904716,26.13,6.2,Afternoon,Saturday,March
308-81-0538,A,Yangon,Normal,Female,"Fashion accessories",73.05,4,14.6100,306.81,2019-02-25,17:16:00,"Credit card",292.20,4.761904716,14.61,4.9,Afternoon,Monday,February
311-13-6971,B,Mandalay,Member,Male,"Sports and travel",31.99,10,15.9950,335.90,2019-02-20,15:18:00,"Credit card",319.90,4.761904716,16.00,9.9,Afternoon,Wednesday,February
313-66-9943,B,Mandalay,Member,Female,"Food and beverages",29.15,3,4.3725,91.82,2019-03-27,20:29:00,"Credit card",87.45,4.761904716,4.37,7.3,Evening,Wednesday,March
314-23-4520,C,Naypyitaw,Member,Male,"Health and beauty",81.23,7,28.4305,597.04,2019-01-15,20:44:00,Cash,568.61,4.761904716,28.43,9.0,Evening,Tuesday,January
315-22-5665,C,Naypyitaw,Normal,Female,"Home and lifestyle",73.56,10,36.7800,772.38,2019-02-24,11:38:00,Ewallet,735.60,4.761904716,36.78,8.0,Morning,Sunday,February
316-01-3952,A,Yangon,Normal,Female,"Food and beverages",54.27,5,13.5675,284.92,2019-03-13,14:16:00,Ewallet,271.35,4.761904716,13.57,4.6,Afternoon,Wednesday,March
316-55-4634,B,Mandalay,Member,Male,"Food and beverages",80.05,5,20.0125,420.26,2019-01-26,12:45:00,"Credit card",400.25,4.761904716,20.01,9.4,Afternoon,Saturday,January
316-66-3011,A,Yangon,Member,Female,"Food and beverages",47.63,9,21.4335,450.10,2019-01-23,12:35:00,Cash,428.67,4.761904716,21.43,5.0,Afternoon,Wednesday,January
316-68-6352,A,Yangon,Member,Female,"Food and beverages",36.36,2,3.6360,76.36,2019-01-21,10:00:00,Cash,72.72,4.761904716,3.64,7.1,Morning,Monday,January
318-12-0304,A,Yangon,Normal,Male,"Fashion accessories",30.61,1,1.5305,32.14,2019-01-23,12:20:00,Ewallet,30.61,4.761904716,1.53,5.2,Afternoon,Wednesday,January
318-68-5053,B,Mandalay,Normal,Female,"Health and beauty",76.99,6,23.0970,485.04,2019-02-27,17:55:00,Cash,461.94,4.761904716,23.10,6.1,Afternoon,Wednesday,February
318-81-2368,C,Naypyitaw,Normal,Female,"Electronic accessories",46.20,1,2.3100,48.51,2019-03-19,12:16:00,Cash,46.20,4.761904716,2.31,6.3,Afternoon,Tuesday,March
319-50-3348,B,Mandalay,Normal,Female,"Home and lifestyle",40.30,2,4.0300,84.63,2019-03-11,15:30:00,Ewallet,80.60,4.761904716,4.03,4.4,Afternoon,Monday,March
319-74-2561,A,Yangon,Member,Female,"Electronic accessories",94.64,3,14.1960,298.12,2019-02-21,16:55:00,Cash,283.92,4.761904716,14.20,5.5,Afternoon,Thursday,February
320-32-8842,C,Naypyitaw,Member,Female,"Food and beverages",22.62,1,1.1310,23.75,2019-03-17,18:58:00,Cash,22.62,4.761904716,1.13,6.4,Evening,Sunday,March
320-49-6392,C,Naypyitaw,Normal,Female,"Electronic accessories",30.24,1,1.5120,31.75,2019-03-04,15:44:00,Cash,30.24,4.761904716,1.51,8.4,Afternoon,Monday,March
320-85-2052,B,Mandalay,Normal,Female,"Sports and travel",34.81,1,1.7405,36.55,2019-01-14,10:11:00,"Credit card",34.81,4.761904716,1.74,7.0,Morning,Monday,January
321-49-7382,B,Mandalay,Member,Male,"Sports and travel",88.31,1,4.4155,92.73,2019-02-15,17:38:00,"Credit card",88.31,4.761904716,4.42,5.2,Afternoon,Friday,February
322-02-2271,B,Mandalay,Normal,Female,"Sports and travel",42.97,3,6.4455,135.36,2019-02-03,11:46:00,Cash,128.91,4.761904716,6.45,9.3,Morning,Sunday,February
324-41-6833,C,Naypyitaw,Member,Female,"Electronic accessories",30.20,8,12.0800,253.68,2019-03-03,19:30:00,Ewallet,241.60,4.761904716,12.08,5.1,Evening,Sunday,March
324-92-3863,A,Yangon,Member,Male,"Electronic accessories",20.89,2,2.0890,43.87,2019-02-05,18:45:00,Cash,41.78,4.761904716,2.09,9.8,Evening,Tuesday,February
325-77-6186,A,Yangon,Member,Female,"Home and lifestyle",90.65,10,45.3250,951.83,2019-03-08,10:53:00,Ewallet,906.50,4.761904716,45.33,7.3,Morning,Friday,March
325-89-4209,A,Yangon,Member,Male,"Food and beverages",87.90,1,4.3950,92.30,2019-02-05,19:42:00,Ewallet,87.90,4.761904716,4.40,6.7,Evening,Tuesday,February
325-90-8763,C,Naypyitaw,Member,Female,"Electronic accessories",46.57,10,23.2850,488.99,2019-01-27,13:58:00,Cash,465.70,4.761904716,23.29,7.6,Afternoon,Sunday,January
326-71-2155,C,Naypyitaw,Normal,Female,"Sports and travel",73.95,4,14.7900,310.59,2019-02-03,10:02:00,Cash,295.80,4.761904716,14.79,6.1,Morning,Sunday,February
326-78-5178,C,Naypyitaw,Member,Male,"Food and beverages",91.40,7,31.9900,671.79,2019-02-03,10:19:00,Cash,639.80,4.761904716,31.99,9.5,Morning,Sunday,February
327-40-9673,B,Mandalay,Member,Male,"Sports and travel",72.60,6,21.7800,457.38,2019-01-13,19:51:00,Cash,435.60,4.761904716,21.78,6.9,Evening,Sunday,January
329-62-1586,A,Yangon,Normal,Male,"Food and beverages",54.67,3,8.2005,172.21,2019-01-21,18:00:00,"Credit card",164.01,4.761904716,8.20,8.6,Evening,Monday,January
333-23-2632,A,Yangon,Member,Male,"Health and beauty",10.08,7,3.5280,74.09,2019-03-28,20:14:00,Cash,70.56,4.761904716,3.53,4.2,Evening,Thursday,March
333-73-7901,C,Naypyitaw,Normal,Female,"Health and beauty",54.92,8,21.9680,461.33,2019-03-23,13:24:00,Ewallet,439.36,4.761904716,21.97,7.6,Afternoon,Saturday,March
334-64-2006,A,Yangon,Member,Female,"Home and lifestyle",70.32,2,7.0320,147.67,2019-03-24,14:22:00,Ewallet,140.64,4.761904716,7.03,9.6,Afternoon,Sunday,March
336-78-2147,C,Naypyitaw,Member,Male,"Home and lifestyle",63.91,8,25.5640,536.84,2019-03-13,19:52:00,"Credit card",511.28,4.761904716,25.56,4.6,Evening,Wednesday,March
338-65-2210,C,Naypyitaw,Member,Female,"Health and beauty",68.60,10,34.3000,720.30,2019-02-05,19:57:00,Cash,686.00,4.761904716,34.30,9.1,Evening,Tuesday,February
339-12-4827,B,Mandalay,Member,Female,"Fashion accessories",73.96,1,3.6980,77.66,2019-01-05,11:32:00,"Credit card",73.96,4.761904716,3.70,5.0,Morning,Saturday,January
339-18-7061,C,Naypyitaw,Member,Female,"Fashion accessories",92.98,2,9.2980,195.26,2019-02-13,15:06:00,"Credit card",185.96,4.761904716,9.30,8.0,Afternoon,Wednesday,February
339-38-9982,B,Mandalay,Member,Male,"Fashion accessories",59.86,2,5.9860,125.71,2019-01-13,14:55:00,Ewallet,119.72,4.761904716,5.99,6.7,Afternoon,Sunday,January
